parameter,feature,importance
a,pp_delay_200_time_to_peak2,0.0012846047063191097
a,pp_delay_200_auc1,0.0007938044688530205
a,pp_delay_200_auc2,0.005925545560815802
a,pp_delay_200_peak_width1,0.004270827625189152
a,pp_delay_200_peak_width2,0.00248813666122566
a,pp_delay_200_peak_ratio,0.0011695361036057031
a,pp_delay_200_auc_ratio,0.004741120269972712
a,pp_delay_200_latency_change,0.001778396405477017
a,pp_delay_200_width_ratio,0.002027758556395929
a,pp_delay_200_baseline_shift,0.0028176170251472017
a,pp_delay_200_recovery_fraction,0.0030522931969554803
a,pp_delay_200_effective_ipi,0.001526727040707371
a,pp_delay_200_waveform_correlation,0.004271218932176575
a,pp_delay_200_total_response,0.0032049909499281457
a,pp_delay_200_facilitation_index,0.0008857463261742534
a,pp_delay_800_peak1_amplitude,0.0006829293203574996
a,pp_delay_800_peak2_amplitude,0.0015609283782910873
a,pp_delay_800_time_to_peak1,0.0011581327648373684
a,pp_delay_800_time_to_peak2,0.0023039345365987026
a,pp_delay_800_auc1,0.007342285782124201
a,pp_delay_800_auc2,0.0027758766143129478
a,pp_delay_800_peak_width1,0.003898094926289499
a,pp_delay_800_peak_width2,0.023314279541825588
a,pp_delay_800_peak_ratio,0.001511769237738367
a,pp_delay_800_auc_ratio,0.004563104538434964
a,pp_delay_800_latency_change,0.0013104520948320362
a,pp_delay_800_width_ratio,0.006306749119658051
a,pp_delay_800_baseline_shift,0.21442037382726029
a,pp_delay_800_recovery_fraction,0.01737636236229331
a,pp_delay_800_effective_ipi,0.0013694778092916105
a,pp_delay_800_waveform_correlation,0.004205660587666156
a,pp_delay_800_total_response,0.0017729321366071647
a,pp_delay_800_facilitation_index,0.0021553296726463723
a,pp_delay_2000_peak1_amplitude,0.009053083284975401
a,pp_delay_2000_peak2_amplitude,0.0013075656301151518
a,pp_delay_2000_time_to_peak1,0.0014403949324347143
a,pp_delay_2000_time_to_peak2,0.007081496248865415
a,pp_delay_2000_auc1,0.014712929644734987
a,pp_delay_2000_auc2,0.004242993580141989
a,pp_delay_2000_peak_width1,0.004523291501221037
a,pp_delay_2000_peak_width2,0.010495721875515987
a,pp_delay_2000_peak_ratio,0.0030529168525287036
a,pp_delay_2000_auc_ratio,0.0038757221632091006
a,pp_delay_2000_latency_change,0.0014793621169953543
a,pp_delay_2000_width_ratio,0.0032050752362338428
a,pp_delay_2000_baseline_shift,0.40480222106130354
a,pp_delay_2000_recovery_fraction,0.02666135011860757
a,pp_delay_2000_effective_ipi,0.0011146801924710366
a,pp_delay_2000_waveform_correlation,0.0035585564713995215
a,pp_delay_2000_total_response,0.017401252408348902
a,pp_delay_2000_facilitation_index,0.0028824333823370797
a,pp_avg_peak_ratio,0.0018536707626515391
a,pp_std_peak_ratio,0.002775275338178619
a,pp_avg_facilitation_index,0.0016365128744161904
a,pp_recovery_slope,0.010602961887559397
a,tri_total_hysteresis_area,0.0025043632660789812
a,tri_pos_hysteresis,0.003496277945071243
a,tri_neg_hysteresis,0.0032966336246637393
a,tri_max_hysteresis_width,0.0020362687071273323
a,tri_response_at_pos_max,0.004151831377031813
a,tri_response_at_neg_max,0.0029321754946181776
a,tri_pos_neg_ratio,0.002387573692016633
a,tri_rectification_index,0.0025031913412418613
a,tri_linearity_deviation,0.0022787456811119793
a,tri_slope_variation,0.0036522274514903716
a,tri_num_inflection_points,0.0018621683308966948
a,tri_response_amplitude,0.0006666073576693743
a,tri_voltage_gain,0.0011093248978026422
a,tri_phase1_gain,0.0030661075139339668
a,tri_phase2_gain,0.003734151234591775
a,tri_phase3_gain,0.0029086512600030286
a,tri_return_point_deviation,0.002476102104402121
a,tri_loop_closure_error,0.0
a,tri_loop_eccentricity,0.0010890794405073823
a,tri_centroid_v_applied,0.0
a,tri_centroid_v_response,0.005217156962542878
a,tri_smoothness_index,0.00474194377198378
a,tri_oscillation_count,0.0010433200435631738
b,step_baseline,0.006524619043894671
b,step_peak_amplitude,0.004934584228824557
b,step_time_to_peak,0.005240369420827037
b,step_peak_to_baseline_ratio,0.005165236060720192
b,step_half_decay_time,0.01415727896627631
b,step_decay_rate,0.014835853925681602
b,step_area_under_curve,0.009508899969860193
b,step_response_duration,0.016472398572967773
b,step_activation_speed,0.012277279408920521
b,step_latency,0.003574934506623143
b,step_initial_slope,0.004603495560506338
b,step_settling_deviation,0.013036769743318822
b,step_asymmetry_index,0.003914359151140151
b,pp_delay_200_peak1_amplitude,0.002633341880802387
b,pp_delay_200_peak2_amplitude,0.005972707316432441
b,pp_delay_200_time_to_peak1,0.0009262074675705688
b,pp_delay_200_time_to_peak2,0.00288585642063083
b,pp_delay_200_auc1,0.007223775329886129
b,pp_delay_200_auc2,0.009143051872203475
b,pp_delay_200_peak_width1,0.005388751483219465
b,pp_delay_200_peak_width2,0.011575466558173009
b,pp_delay_200_peak_ratio,0.0037582262373412295
b,pp_delay_200_auc_ratio,0.00893124057881148
b,pp_delay_200_latency_change,0.0029995698150608856
b,pp_delay_200_width_ratio,0.010040593892675137
b,pp_delay_200_baseline_shift,0.0032512720488046655
b,pp_delay_200_recovery_fraction,0.017615242773250668
b,pp_delay_200_effective_ipi,0.002456088354282818
b,pp_delay_200_waveform_correlation,0.012820778580332086
b,pp_delay_200_total_response,0.01783881553218372
b,pp_delay_200_facilitation_index,0.0032098117138194314
b,pp_delay_800_peak1_amplitude,0.0014694926626630156
b,pp_delay_800_peak2_amplitude,0.006439044884690652
b,pp_delay_800_time_to_peak1,0.005018028874933757
b,pp_delay_800_time_to_peak2,0.0059015102554219375
b,pp_delay_800_auc1,0.012366133698639037
b,pp_delay_800_auc2,0.009761978659162583
b,pp_delay_800_peak_width1,0.008920601767842807
b,pp_delay_800_peak_width2,0.006562586875284599
b,pp_delay_800_peak_ratio,0.006952206540756313
b,pp_delay_800_auc_ratio,0.02985972475914584
b,pp_delay_800_latency_change,0.0027662020256767777
b,pp_delay_800_width_ratio,0.009226228659906134
b,pp_delay_800_baseline_shift,0.015488128847703826
b,pp_delay_800_recovery_fraction,0.005515790852047132
b,pp_delay_800_effective_ipi,0.0022660308430916213
b,pp_delay_800_waveform_correlation,0.00805761348126971
b,pp_delay_800_total_response,0.009577899740056765
b,pp_delay_800_facilitation_index,0.004158220542198264
b,pp_delay_2000_peak1_amplitude,0.004391669511164058
b,pp_delay_2000_peak2_amplitude,0.008096350341243163
b,pp_delay_2000_time_to_peak1,0.0030992017806997212
b,pp_delay_2000_time_to_peak2,0.012952587734602726
b,pp_delay_2000_auc1,0.012275966571402189
b,pp_delay_2000_auc2,0.013508385036259292
b,pp_delay_2000_peak_width1,0.007509966305907025
b,pp_delay_2000_peak_width2,0.015963807126264787
b,pp_delay_2000_peak_ratio,0.0035473166467752167
b,pp_delay_2000_auc_ratio,0.006080184671326286
b,pp_delay_2000_latency_change,0.0027895846582224205
b,pp_delay_2000_width_ratio,0.029181606855758022
b,pp_delay_2000_baseline_shift,0.2864010761457011
b,pp_delay_2000_recovery_fraction,0.011261304288177596
b,pp_delay_2000_effective_ipi,0.0020254379805885506
b,pp_delay_2000_waveform_correlation,0.014372729863237642
b,pp_delay_2000_total_response,0.020245573365279948
b,pp_delay_2000_facilitation_index,0.0038043819781755426
b,pp_avg_peak_ratio,0.0037891627830901648
b,pp_std_peak_ratio,0.007692970972625006
b,pp_avg_facilitation_index,0.005259688627284856
b,pp_recovery_slope,0.0032582443934888357
b,tri_total_hysteresis_area,0.003112851346884301
b,tri_pos_hysteresis,0.0045801555686593364
b,tri_neg_hysteresis,0.007130871037887324
b,tri_max_hysteresis_width,0.003388460675401768
b,tri_response_at_pos_max,0.005625636675053276
b,tri_response_at_neg_max,0.009934883981333725
b,tri_pos_neg_ratio,0.0072762170223683136
b,tri_rectification_index,0.009351527617389319
b,tri_linearity_deviation,0.003389857288562922
b,tri_slope_variation,0.007522269171370169
b,tri_num_inflection_points,0.011996122371727225
b,tri_response_amplitude,0.004177960642397161
b,tri_voltage_gain,0.003389485260591066
b,tri_phase1_gain,0.006801319504709021
b,tri_phase2_gain,0.010078280115088323
b,tri_phase3_gain,0.008438291292036161
b,tri_return_point_deviation,0.006513294301792385
b,tri_loop_closure_error,0.0
b,tri_loop_eccentricity,0.0038419303630760466
b,tri_centroid_v_applied,0.0
b,tri_centroid_v_response,0.004378619846264103
b,tri_smoothness_index,0.006124480093459316
b,tri_oscillation_count,0.002215987801142158
v_scale,step_baseline,0.02533307624994889
v_scale,step_peak_amplitude,0.004620319255123601
v_scale,step_time_to_peak,0.007523991738202666
v_scale,step_peak_to_baseline_ratio,0.0035798406731773857
v_scale,step_half_decay_time,0.01827901889375899
v_scale,step_decay_rate,0.0230286488724879
v_scale,step_area_under_curve,0.009765372708660153
v_scale,step_response_duration,0.020661557050978146
v_scale,step_activation_speed,0.0140575887019366
v_scale,step_latency,0.007614338383003329
v_scale,step_initial_slope,0.010880676450264486
v_scale,step_settling_deviation,0.014338510865548253
v_scale,step_asymmetry_index,0.007842409364669001
v_scale,pp_delay_200_peak1_amplitude,0.004775387039156117
v_scale,pp_delay_200_peak2_amplitude,0.010401680156440267
v_scale,pp_delay_200_time_to_peak1,0.0010624729580413813
v_scale,pp_delay_200_time_to_peak2,0.007488267058790997
v_scale,pp_delay_200_auc1,0.005985048133131393
v_scale,pp_delay_200_auc2,0.022407132142418774
v_scale,pp_delay_200_peak_width1,0.007330243768915456
v_scale,pp_delay_200_peak_width2,0.019645376994877336
v_scale,pp_delay_200_peak_ratio,0.007517470996709944
v_scale,pp_delay_200_auc_ratio,0.01704642502909417
v_scale,pp_delay_200_latency_change,0.00629620963836254
v_scale,pp_delay_200_width_ratio,0.025854715674547828
v_scale,pp_delay_200_baseline_shift,0.00758588669776877
v_scale,pp_delay_200_recovery_fraction,0.016833433575571002
v_scale,pp_delay_200_effective_ipi,0.004425481638285849
v_scale,pp_delay_200_waveform_correlation,0.0388145231602779
v_scale,pp_delay_200_total_response,0.010688203436636883
v_scale,pp_delay_200_facilitation_index,0.008527193746445033
v_scale,pp_delay_800_peak1_amplitude,0.004877242232724165
v_scale,pp_delay_800_peak2_amplitude,0.007852961752729943
v_scale,pp_delay_800_time_to_peak1,0.002166365766937291
v_scale,pp_delay_800_time_to_peak2,0.004407714740403338
v_scale,pp_delay_800_auc1,0.006715180171704065
v_scale,pp_delay_800_auc2,0.011478443543909717
v_scale,pp_delay_800_peak_width1,0.010770750958930875
v_scale,pp_delay_800_peak_width2,0.01250222018697353
v_scale,pp_delay_800_peak_ratio,0.0076206972617642
v_scale,pp_delay_800_auc_ratio,0.01675581102375331
v_scale,pp_delay_800_latency_change,0.009687359220258356
v_scale,pp_delay_800_width_ratio,0.017800674872399787
v_scale,pp_delay_800_baseline_shift,0.00850896781293813
v_scale,pp_delay_800_recovery_fraction,0.010498901293857847
v_scale,pp_delay_800_effective_ipi,0.010069286913235245
v_scale,pp_delay_800_waveform_correlation,0.019824090374265274
v_scale,pp_delay_800_total_response,0.005057796630808772
v_scale,pp_delay_800_facilitation_index,0.006986593321477792
v_scale,pp_delay_2000_peak1_amplitude,0.004877850948915115
v_scale,pp_delay_2000_peak2_amplitude,0.007471335969464892
v_scale,pp_delay_2000_time_to_peak1,0.0031617930732877188
v_scale,pp_delay_2000_time_to_peak2,0.004161672990145507
v_scale,pp_delay_2000_auc1,0.008366867884777703
v_scale,pp_delay_2000_auc2,0.01370374483749789
v_scale,pp_delay_2000_peak_width1,0.008157467841395328
v_scale,pp_delay_2000_peak_width2,0.02622784683561393
v_scale,pp_delay_2000_peak_ratio,0.008666735668701927
v_scale,pp_delay_2000_auc_ratio,0.011511244535913704
v_scale,pp_delay_2000_latency_change,0.0038865773251376932
v_scale,pp_delay_2000_width_ratio,0.013226942882797705
v_scale,pp_delay_2000_baseline_shift,0.009156671519669564
v_scale,pp_delay_2000_recovery_fraction,0.009202452842583211
v_scale,pp_delay_2000_effective_ipi,0.0027422952045294633
v_scale,pp_delay_2000_waveform_correlation,0.015526395758156572
v_scale,pp_delay_2000_total_response,0.007947600187723032
v_scale,pp_delay_2000_facilitation_index,0.011416955381447949
v_scale,pp_avg_peak_ratio,0.007049306536135224
v_scale,pp_std_peak_ratio,0.022930112419683638
v_scale,pp_avg_facilitation_index,0.00804412943731597
v_scale,pp_recovery_slope,0.01575902318428172
v_scale,tri_total_hysteresis_area,0.008424147423819995
v_scale,tri_pos_hysteresis,0.011583928417722805
v_scale,tri_neg_hysteresis,0.010406936096485762
v_scale,tri_max_hysteresis_width,0.007291137869729852
v_scale,tri_response_at_pos_max,0.009671963302507464
v_scale,tri_response_at_neg_max,0.015583350520196245
v_scale,tri_pos_neg_ratio,0.008486513549090541
v_scale,tri_rectification_index,0.02522173068212141
v_scale,tri_linearity_deviation,0.005969721660496081
v_scale,tri_slope_variation,0.014605294803293289
v_scale,tri_num_inflection_points,0.00527930175416216
v_scale,tri_response_amplitude,0.0017874977853552581
v_scale,tri_voltage_gain,0.004050972579933876
v_scale,tri_phase1_gain,0.010209630695228632
v_scale,tri_phase2_gain,0.014500792712381734
v_scale,tri_phase3_gain,0.01426950631988616
v_scale,tri_return_point_deviation,0.017902856294442132
v_scale,tri_loop_closure_error,0.0
v_scale,tri_loop_eccentricity,0.005010618682224914
v_scale,tri_centroid_v_applied,0.0
v_scale,tri_centroid_v_response,0.00821071017722904
v_scale,tri_smoothness_index,0.011906137811667801
v_scale,tri_oscillation_count,0.002640668464546655
R_off,step_baseline,0.023193615174719323
R_off,step_peak_amplitude,0.003549310697890105
R_off,step_time_to_peak,0.0068754214006543106
R_off,step_peak_to_baseline_ratio,0.005948969256140996
R_off,step_half_decay_time,0.025494816680386223
R_off,step_decay_rate,0.019949210675668058
R_off,step_area_under_curve,0.012707132327725973
R_off,step_response_duration,0.05338254541348762
R_off,step_activation_speed,0.019056349669573022
R_off,step_latency,0.00963716609841429
R_off,step_initial_slope,0.006130529764933857
R_off,step_settling_deviation,0.021273648634369424
R_off,step_asymmetry_index,0.008733618049998268
R_off,pp_delay_200_peak1_amplitude,0.0032412400413686588
R_off,pp_delay_200_peak2_amplitude,0.013321243911181637
R_off,pp_delay_200_time_to_peak1,0.0015846437173218943
R_off,pp_delay_200_time_to_peak2,0.00697345006482097
R_off,pp_delay_200_auc1,0.003138897136500579
R_off,pp_delay_200_auc2,0.0062056355450892265
R_off,pp_delay_200_peak_width1,0.008020982797785358
R_off,pp_delay_200_peak_width2,0.01201555663004908
R_off,pp_delay_200_peak_ratio,0.009308229690403909
R_off,pp_delay_200_auc_ratio,0.01794506302414302
R_off,pp_delay_200_latency_change,0.004553368070223156
R_off,pp_delay_200_width_ratio,0.011300551394215543
R_off,pp_delay_200_baseline_shift,0.005620910122569635
R_off,pp_delay_200_recovery_fraction,0.013343546695601219
R_off,pp_delay_200_effective_ipi,0.0027305094094733718
R_off,pp_delay_200_waveform_correlation,0.020575667454321094
R_off,pp_delay_200_total_response,0.006124877542264896
R_off,pp_delay_200_facilitation_index,0.009941688148387093
R_off,pp_delay_800_peak1_amplitude,0.002722239449280966
R_off,pp_delay_800_peak2_amplitude,0.007744498635022096
R_off,pp_delay_800_time_to_peak1,0.0031967156928760605
R_off,pp_delay_800_time_to_peak2,0.0038859790118232797
R_off,pp_delay_800_auc1,0.005100979921181104
R_off,pp_delay_800_auc2,0.009808543091983018
R_off,pp_delay_800_peak_width1,0.011659875405296555
R_off,pp_delay_800_peak_width2,0.013878147223515193
R_off,pp_delay_800_peak_ratio,0.004770015520774937
R_off,pp_delay_800_auc_ratio,0.020696382857390748
R_off,pp_delay_800_latency_change,0.0030672144850514625
R_off,pp_delay_800_width_ratio,0.014556472530865837
R_off,pp_delay_800_baseline_shift,0.0104855507875052
R_off,pp_delay_800_recovery_fraction,0.028577176073319003
R_off,pp_delay_800_effective_ipi,0.004145078289532995
R_off,pp_delay_800_waveform_correlation,0.014296939878622244
R_off,pp_delay_800_total_response,0.006281802180310083
R_off,pp_delay_800_facilitation_index,0.005693487258184723
R_off,pp_delay_2000_peak1_amplitude,0.00487929858373795
R_off,pp_delay_2000_peak2_amplitude,0.005557107188127128
R_off,pp_delay_2000_time_to_peak1,0.002491653851508316
R_off,pp_delay_2000_time_to_peak2,0.005789893008057417
R_off,pp_delay_2000_auc1,0.009425063864694973
R_off,pp_delay_2000_auc2,0.008332096790299554
R_off,pp_delay_2000_peak_width1,0.013018098709679893
R_off,pp_delay_2000_peak_width2,0.010613595085925727
R_off,pp_delay_2000_peak_ratio,0.005925468754487413
R_off,pp_delay_2000_auc_ratio,0.01469156429010103
R_off,pp_delay_2000_latency_change,0.004920479925240021
R_off,pp_delay_2000_width_ratio,0.017100997636875285
R_off,pp_delay_2000_baseline_shift,0.015773615692647
R_off,pp_delay_2000_recovery_fraction,0.04956188522831637
