model,parameter,r2,rmse,mae,mape
random_forest,tau_v,0.8895101498151963,11.092932753195338,7.543035620493134,9.826856185087921
random_forest,tau_w,0.7319137857514718,189.57768340603533,139.9639181637136,15.956232455507212
random_forest,a,0.7511689837047871,0.045557793491158044,0.03679522675169625,5.9556509540323646
random_forest,b,0.16113173892084565,0.06353166479166585,0.052506685551879116,6.269872562651578
random_forest,v_scale,-0.03731973001557165,2.7037117918300284,2.2974401585913666,73.23712028667774
random_forest,R_off,0.05311980238677294,74.65148217382925,65.97668680941953,52.38277533446154
random_forest,R_on,0.008828346762922434,13.245130331330893,11.464860183692474,94.79881633479629
random_forest,alpha,0.16856215879198178,0.005039803781053168,0.0034202914806499363,372.90437963401234
random_forest,num_nodes,0.11687824559378746,33.3469249576361,29.705811073595875,77.15441118130582
random_forest,num_edges,0.08802997166686022,374.50431796777673,327.56325145852185,365.9604571204078
random_forest,network_density,-0.058996948407408434,0.016716554863678814,0.01288971445546428,8.649694102564794
mlp,tau_v,0.8873530008371434,11.20069577352202,7.96593463834036,9.766106232439737
mlp,tau_w,0.7908113406323252,167.46306643730455,122.04779989180639,14.2392501804325
mlp,a,-2.2125946206484204,0.1636961212067939,0.11363215420878339,18.45595594736739
mlp,b,-6.347274923630619,0.18802106126297355,0.1263499448912601,15.061233277958962
mlp,v_scale,-0.13673777484637806,2.830311409572945,2.4004464539020205,71.5206117465915
mlp,R_off,-0.05206003878151977,78.68848433794395,68.20084207975869,51.797373112365676
mlp,R_on,-0.18883985151261706,14.505859843298486,12.155839555212326,97.37298831293522
mlp,alpha,-408.28639841418675,0.11181817268365583,0.08733312747078435,11933.428207308702
mlp,num_nodes,-0.062197132380175324,36.57194542104593,32.271752237516154,82.99351598379275
mlp,num_edges,0.03654719979910437,384.9300075973027,331.27400494072805,371.54340513155495
mlp,network_density,-54.39988056793835,0.12090766608075075,0.0944727214075886,61.88050634325173
