num_nodes,trial_idx,random_state,trial_duration_seconds,num_edges,network_density,area_size,coupling_radius,tau_v,tau_w,a,b,v_scale,R_off,R_on,alpha,R_ratio,tau_ratio,b_minus_a,step_rise_time,step_saturation_voltage,step_oscillation_index,pp_recovery_ratio_delay_200,pp_first_peak_delay_200,pp_second_peak_delay_200,pp_recovery_ratio_delay_800,pp_first_peak_delay_800,pp_second_peak_delay_800,pp_recovery_ratio_delay_2000,pp_first_peak_delay_2000,pp_second_peak_delay_2000,tri_hysteresis_area,pp_avg_recovery_ratio,pp_std_recovery_ratio,pp_recovery_slope,characterization_success,error_message
20,0,775915,0.325732946395874,33,0.1736842105263158,20.0,2.0,58.93805063801045,1249.9805219148034,0.7722553721546265,0.8995486726982069,7.580939317948017,261.4822503370264,31.953934087171582,0.0008608754063655695,8.183100385188647,21.20837910965218,0.12729330054358046,-100.0,-1.4061347969946076,0.7012878864364623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653601554625051,0.0,0.0,0.0,True,
20,1,788661,0.1556720733642578,31,0.1631578947368421,20.0,2.0,117.99743971803744,1110.6690986048566,0.5907534210151598,0.7510748541271165,7.912849749038023,251.70080258732273,14.336528260335337,0.00017632028983544825,17.556607709810727,9.412654217403976,0.16032143311195668,265.3653653653654,-1.0982575995166681,0.13167448608614157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008994458526246371,0.0,0.0,0.0,True,
20,2,677323,0.15680909156799316,26,0.1368421052631579,20.0,2.0,101.32120161947722,970.3032436717771,0.5410561957142467,0.7802473252378826,9.05263944974439,154.44968420290442,38.00497472770957,0.00012860408453233934,4.0639333484491065,9.576507465000823,0.23919112952363597,270.3703703703704,-1.053161077157284,0.4378497063925522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02661409530009473,0.0,0.0,0.0,True,
20,3,451258,0.14796710014343262,22,0.11578947368421053,20.0,2.0,106.30210862713848,927.678111119435,0.6902976173629954,0.9637289140064179,1.0151191228414507,159.59832248634638,33.8817524401412,0.0007283152494026887,4.710450640600964,8.726808180008225,0.2734312966434225,50.150150150150154,-1.2719618095791565,0.5190985785125596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03801415337356118,0.0,0.0,0.0,True,
20,4,466934,0.28486013412475586,35,0.18421052631578946,20.0,2.0,143.8808484022842,822.9501273392993,0.7610745566184913,0.8110026444618601,9.666429288072145,160.33193610375164,8.667397815466115,0.0016539650099129152,18.498278204982714,5.719664128184516,0.049928087843368774,15.115115115115117,-1.286962628938669,0.8596614685826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07544504971921079,0.0,0.0,0.0,True,
20,5,139399,0.3225717544555664,27,0.14210526315789473,20.0,2.0,82.78657135755773,674.5315127603274,0.5873822476360031,0.7294006303828189,9.776042595076447,162.28092907440052,9.809735600129518,0.0010810193205827417,16.54284434253844,8.14783728446737,0.14201838274681577,10.110110110110114,-1.297253582370947,0.778790140907731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05966174577867192,0.0,0.0,0.0,True,
20,6,819610,0.22870898246765137,28,0.14736842105263157,20.0,2.0,72.69184806192263,556.4488556299291,0.7598540519135459,0.8261138056696957,9.808962545681792,242.15003288852958,22.109936796089634,0.0009565992317097039,10.952090687629475,7.654900383821822,0.06625975375614979,60.16016016016016,-1.2670169269326013,0.22790686197677806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027917888636111547,0.0,0.0,0.0,True,
20,7,225513,0.4111826419830322,29,0.15263157894736842,20.0,2.0,41.593406106355644,801.0037609304153,0.6119833006669266,0.9230274739369929,7.514200458647243,273.84756571415426,48.51989103578809,0.00022362452271626265,5.6440268077305715,19.257950620399388,0.3110441732700663,15.115115115115117,-1.2460948225461355,0.5175772986600686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05206442894673542,0.0,0.0,0.0,True,
20,8,756671,0.25902295112609863,29,0.15263157894736842,20.0,2.0,72.57832828442818,838.9423276187878,0.6562054779710095,0.7830916081880439,1.7713100817128065,157.72112042233852,41.18398123849224,0.0005405541767536031,3.8296715295442563,11.55912994208196,0.12688613021703443,50.150150150150154,-1.2065305874418728,0.41418480864839113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376687986166214,0.0,0.0,0.0,True,
20,9,356817,0.21973681449890137,32,0.16842105263157894,20.0,2.0,123.15230784931168,1487.9305804444714,0.5526124809444632,0.9237850508516258,9.747875954764437,105.01703832594492,7.905702994925004,0.00045829600825404834,13.283706508245968,12.082035703830195,0.3711725699071625,inf,-1.1474155082219704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001690154425474985,0.0,0.0,0.0,True,
