specimen_idx,specimen_seed,num_nodes,num_edges,network_density,tuned_score,true_tau_v,true_tau_w,true_a,true_b,true_v_scale,true_R_off,true_R_on,true_alpha,condition,param_source,waveform_mismatch,abs_err_tau_v,rel_err_tau_v,abs_err_tau_w,rel_err_tau_w,abs_err_a,rel_err_a,abs_err_b,rel_err_b,abs_err_v_scale,rel_err_v_scale,abs_err_R_off,rel_err_R_off,abs_err_R_on,rel_err_R_on,abs_err_alpha,rel_err_alpha,mean_rel_err_all,median_rel_err_all,mean_rel_err_core,waveform_mismatch_before,success,error_message,duration_seconds,initial_abs_err_tau_v,initial_rel_err_tau_v,initial_abs_err_tau_w,initial_rel_err_tau_w,initial_abs_err_a,initial_rel_err_a,initial_abs_err_b,initial_rel_err_b,initial_abs_err_v_scale,initial_rel_err_v_scale,initial_abs_err_R_off,initial_rel_err_R_off,initial_abs_err_R_on,initial_rel_err_R_on,initial_abs_err_alpha,initial_rel_err_alpha,initial_mean_rel_err_all,initial_median_rel_err_all,initial_mean_rel_err_core,opt_success,opt_n_evals,opt_final_mismatch
5,97599,50,196,0.16,0.1547331854277631,95.34390526707584,1200.0,0.667082992641467,0.8683826731179723,6.649127924745419,170.1772454279101,9.770530380098254,0.0116426221634184,ml_only,ml_predicted,0.276649367211574,0.9533728980333933,0.9999306147171341,96.12568206547007,8.010473505455172,0.011983433701803214,1.7963932272588283,0.002190843796835207,0.2522901324961471,1.671646454718112,25.140837619799218,6.386996414472748,3.753143611185452,9.190156879879112,94.05995910421225,0.0018106053452842993,15.551525286303377,18.695569137678447,5.881808558320312,5.322122553246132,0.276649367211574,True,,11.529250144958496,,,,,,,,,,,,,,,,,,,,,,
5,97599,50,196,0.16,0.1547331854277631,95.34390526707584,1200.0,0.667082992641467,0.8683826731179723,6.649127924745419,170.1772454279101,9.770530380098254,0.0116426221634184,ml_refine,ml_refined,0.0015427751438320844,3.3175622521497417,3.4795745389840698,1.7375074958069945,0.14479229131723748,0.007624583959184528,1.142973819172076,0.041913466754335715,4.8266125116265455,0.6454789998483692,9.707724187956204,11.395335894253577,6.696157212789141,0.01752160571018102,0.17933116246884326,0.0008581820023803831,7.371037065050426,4.193525348670567,4.153093525305308,3.392998045230071,0.276648767089794,True,,107427.28757500648,0.9533728980333933,0.9999306147171341,96.12568206546985,8.010473505455153,0.011983433701802992,1.796393227258795,0.0021908437968350958,0.25229013249613436,1.671646454718112,25.140837619799218,6.386996414472776,3.7531436111854686,9.190156879879115,94.05995910421228,0.001810605345284301,15.551525286303395,18.695569137678447,5.88180855832031,5.322122553246122,True,7654.0,0.0015427751438320844
6,59442,30,55,0.1264367816091954,0.1523103056684709,40.0,1029.806096416621,0.7133170212547719,0.858738815497734,3.3023418700098217,80.0,10.923356018641782,0.0075069214753754,oracle,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,5.178320646286011,,,,,,,,,,,,,,,,,,,,,,
6,59442,30,55,0.1264367816091954,0.1523103056684709,40.0,1029.806096416621,0.7133170212547719,0.858738815497734,3.3023418700098217,80.0,10.923356018641782,0.0075069214753754,ml_only,ml_predicted,0.5246052143107183,4.812890635800834,12.032226589472003,91.33458822740317,8.869105411708862,0.14592657940475195,20.457464918978093,0.0974237245598718,11.344977400614995,2.5336286865265727,76.72218038534923,115.24165182502227,144.05206478109778,14.182760762805492,129.83885848333952,0.00259479992682482,34.56543272459938,54.73528883689499,27.51144882178874,17.453841409074666,0.5246052143107183,True,,4.401962518692017,,,,,,,,,,,,,,,,,,,,,,
6,59442,30,55,0.1264367816091954,0.1523103056684709,40.0,1029.806096416621,0.7133170212547719,0.858738815497734,3.3023418700098217,80.0,10.923356018641782,0.0075069214753754,ml_refine,ml_refined,0.08520217455116216,7.589221687222917,18.973054218009857,51.87491804020806,5.03734812026364,0.08592657940475201,12.046057619872213,0.1342839236569524,15.637341787500628,1.22830184455273,37.194872392538876,164.9819525709258,206.2274407133995,5.4352018994282165,49.75761927106242,7.080776245648943e-06,0.09432330116349795,43.12100717797633,17.30519800275524,10.357625009361968,0.5246050713484605,True,,113648.59153032303,4.812890635800812,12.032226589471948,91.33458822740317,8.869105411708862,0.14592657940475207,20.45746491897811,0.09742372455987192,11.344977400615008,2.5336286865265727,76.72218038534923,115.24165182502227,144.05206478109778,14.182760762805492,129.83885848333952,0.00259479992682482,34.56543272459938,54.73528883689498,27.511448821788747,17.453841409074663,True,32098.0,0.08520217455116216
0,85088,40,116,0.1487179487179487,2.172257005103156,40.0,1200.0,0.6,0.8286774914498589,2.741565830191603,102.72797545736852,30.0,0.015,oracle,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,9.981537818908691,,,,,,,,,,,,,,,,,,,,,,
0,85088,40,116,0.1487179487179487,2.172257005103156,40.0,1200.0,0.6,0.8286774914498589,2.741565830191603,102.72797545736852,30.0,0.015,ml_only,ml_predicted,0.5446901458155414,0.2964136266703363,0.7410340666739882,147.92629136114783,12.327190946761291,0.025421722385701617,4.23695373024411,0.05609102472841865,6.768739986350146,2.527376908844441,92.18735078032468,51.60095602874698,50.23067552821659,10.717318501787094,35.7243950058379,0.012712679917370627,84.75119888412952,35.87094236606728,24.025792976299595,21.76502352283181,0.5446901458155414,True,,14.797746896743774,,,,,,,,,,,,,,,,,,,,,,
0,85088,40,116,0.1487179487179487,2.172257005103156,40.0,1200.0,0.6,0.8286774914498589,2.741565830191603,102.72797545736852,30.0,0.015,ml_refine,ml_refined,0.011070667936682993,0.8666401542599331,2.1666003856444163,0.5910877311330296,0.04925731092774836,0.004673605686828397,0.7789342810082438,0.04692256926650884,5.6623438846819045,3.0182774709483136,110.09319701899256,2.279387716827216,2.218857820059862,4.702060664918804,15.673535549677103,0.008732679917370628,58.21786572768508,24.357573997334615,3.940600852370883,13.375000317989478,0.5446901424487844,True,,115210.80098986626,0.2964136266703363,0.7410340666739882,147.92629136114783,12.327190946761291,0.025421722385701506,4.2369537302440925,0.05609102472841865,6.768739986350146,2.5273769088444418,92.1873507803247,51.60095602874698,50.23067552821659,10.717318501787094,35.7243950058379,0.012712679917370627,84.75119888412952,35.87094236606728,24.025792976299595,21.765023522831807,True,11452.0,0.011070667936682993
17,8752,50,179,0.1461224489795918,0.0333232939616587,42.08677019744116,666.75239572527,0.6769341542064129,0.787930476627279,5.891292587719733,194.9404552047093,21.168142654965937,0.0129794362478418,oracle,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,21.946876764297485,,,,,,,,,,,,,,,,,,,,,,
17,8752,50,179,0.1461224489795918,0.0333232939616587,42.08677019744116,666.75239572527,0.6769341542064129,0.787930476627279,5.891292587719733,194.9404552047093,21.168142654965937,0.0129794362478418,ml_only,ml_predicted,1.4689040082248308,4.448453426423484,10.56971919095701,126.02576165817447,18.901433645554302,0.10329118914927027,15.258675971978764,0.05428541586648561,6.88962001977175,0.9494407539395873,16.116000687227096,42.615281152243824,21.86066566196901,1.7776226504441475,8.397631664763601,0.009646052818834676,74.3179638955478,21.538963842221168,15.68733832960293,25.187482544761927,1.4689040082248308,True,,23.131895303726196,,,,,,,,,,,,,,,,,,,,,,
17,8752,50,179,0.1461224489795918,0.0333232939616587,42.08677019744116,666.75239572527,0.6769341542064129,0.787930476627279,5.891292587719733,194.9404552047093,21.168142654965937,0.0129794362478418,ml_refine,ml_refined,0.2512993638548573,8.437522267875217,20.047920589468664,84.56007360118303,12.682380167406649,0.043291189149270215,6.39518465331778,0.009706923014047852,1.2319517141114016,2.0919272412662036,35.508798961899636,13.366390132028044,6.856652775323102,1.3166282154993922,6.219857060460136,0.005666052818834677,43.65407454520796,16.574602558399416,9.769516471364875,16.802302333902492,1.4689039465891611,True,,112850.45848155022,4.448453426423477,10.569719190956993,126.02576165817425,18.90143364555427,0.10329118914927027,15.258675971978764,0.0542854158664855,6.889620019771736,0.9494407539395873,16.116000687227096,42.61528115224385,21.860665661969023,1.777622650444144,8.397631664763585,0.009646052818834676,74.3179638955478,21.538963842221158,15.68733832960293,25.187482544761913,True,6331.0,0.2512993919214165
19,66915,40,146,0.1871794871794871,0.0316273292202367,45.6954021052207,1135.6575869426229,0.6114641698178039,0.7876737480056422,3.216721455399511,169.45571595415055,10.379017139146438,0.0053356670983045,oracle,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,15.802919387817383,,,,,,,,,,,,,,,,,,,,,,
19,66915,40,146,0.1871794871794871,0.0316273292202367,45.6954021052207,1135.6575869426229,0.6114641698178039,0.7876737480056422,3.216721455399511,169.45571595415055,10.379017139146438,0.0053356670983045,ml_only,ml_predicted,0.5957067194496907,0.8972222208869525,1.9634846823735057,4.785061770321818,0.42134722871913977,0.00720209801050764,1.1778446497487796,0.0009844388380259028,0.12498053164695172,1.3690722468450836,42.56110657341595,1.867160457897512,1.1018574660542024,10.396708291108734,100.17045112870466,0.005291855825881416,99.17889608188074,30.83749604281799,1.5706646660611425,20.573310634873824,0.5957067194496907,True,,14.881574153900146,,,,,,,,,,,,,,,,,,,,,,
19,66915,40,146,0.1871794871794871,0.0316273292202367,45.6954021052207,1135.6575869426229,0.6114641698178039,0.7876737480056422,3.216721455399511,169.45571595415055,10.379017139146438,0.0053356670983045,ml_refine,ml_refined,0.011542623135258575,5.394645480103797,11.80566365882937,20.509640253599628,1.805970434170492,0.013409725289705077,2.1930516863330975,0.05235340125700294,6.6465845006150115,3.217667600537491,100.02941333438625,41.16323319936555,24.29143978269742,4.00279771116111,38.56625013196317,0.0015713024850139146,29.44903470578568,26.84842602934756,18.048551720763395,10.380060997146732,0.5957067126145164,True,,127745.86796808243,0.8972222208869454,1.9634846823734902,4.785061770321818,0.42134722871913977,0.00720209801050764,1.1778446497487796,0.0009844388380262359,0.12498053164699399,1.3690722468450827,42.56110657341592,1.8671604578975405,1.1018574660542193,10.396708291108734,100.17045112870466,0.005291855825881418,99.17889608188075,30.83749604281799,1.570664666061135,20.57331063487383,True,14476.0,0.011542623135258575
