condition,n,waveform_mismatch_mean,waveform_mismatch_sd,mean_rel_err_all_mean,mean_rel_err_all_sd,mean_rel_err_core_mean,mean_rel_err_core_sd,duration_hours_mean,label
oracle,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0024712248113420276,Oracle
ml_only,15,1.070454192253726,1.624566585837363,31.647095546241136,18.209192448000323,16.606286429544348,5.929470517134523,0.0023962671800895974,ML only
ml_refine,15,0.042484218676965044,0.07065323836193389,23.810574251383617,20.282270678028254,8.824086898329822,4.387954137953835,22.059248193246347,ML+refine
