condition,param_source,waveform_mismatch,xor_score_on_twin,xor_accuracy_twin,xor_separation_twin,xor_accuracy_specimen,xor_separation_specimen,transfer_success_75,transfer_success_100,success,error_message,duration_seconds,num_nodes,num_edges,network_density,specimen_idx,specimen_seed,true_tau_v,true_tau_w,true_a,true_b,true_v_scale,true_R_off,true_R_on,true_alpha,ml_abs_err_tau_v,ml_rel_err_tau_v,ml_abs_err_tau_w,ml_rel_err_tau_w,ml_abs_err_a,ml_rel_err_a,ml_abs_err_b,ml_rel_err_b,ml_abs_err_v_scale,ml_rel_err_v_scale,ml_abs_err_R_off,ml_rel_err_R_off,ml_abs_err_R_on,ml_rel_err_R_on,ml_abs_err_alpha,ml_rel_err_alpha,waveform_mismatch_before,opt_n_evals,opt_success,opt_final_mismatch,refined_abs_err_tau_v,refined_rel_err_tau_v,refined_abs_err_tau_w,refined_rel_err_tau_w,refined_abs_err_a,refined_rel_err_a,refined_abs_err_b,refined_rel_err_b,refined_abs_err_v_scale,refined_rel_err_v_scale,refined_abs_err_R_off,refined_rel_err_R_off,refined_abs_err_R_on,refined_rel_err_R_on,refined_abs_err_alpha,refined_rel_err_alpha
ml_only,ml_predicted,0.8502025134138864,0.0,0.5,0.0,0.5,0.0,False,False,True,,122.65988206863403,30,63,0.1448275862068965,10,999890,43.45124122271654,1101.9135692088842,0.7479450375110188,0.9073858171000696,6.837616514559082,141.35535801993203,19.36567234052217,0.0035781090437398,3.5581674016378457,8.188874014879529,228.4401679129087,20.731223781634338,0.0090433370373546,1.209091120684424,0.0376417887302423,4.148377461573518,1.908253045442298,27.908161292041132,45.452585436477506,32.15483733558669,12.77965128446274,65.99126051335517,0.0011207014208055,31.321051868033255,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0011581163142586,0.0,0.5,0.0,0.5,0.0,False,False,True,,18949.86909604073,30,63,0.1448275862068965,10,999890,43.45124122271654,1101.9135692088842,0.7479450375110188,0.9073858171000696,6.837616514559082,141.35535801993203,19.36567234052217,0.0035781090437398,3.5581674016378457,8.188874014879529,228.4401679129087,20.731223781634338,0.0090433370373544,1.209091120684409,0.0376417887302423,4.148377461573518,1.908253045442298,27.908161292041132,45.45258543647742,32.154837335586635,12.779651284462734,65.99126051335513,0.0011207014208055,31.321051868033265,0.8502025051756681,6601.0,True,0.0011581163142586,0.4714185356904963,1.0849368681393416,19.455379362189888,1.7655993996113557,0.01302246031698,1.741098565019508,0.0162114241223129,1.78660761662957,3.3643264359636005,49.20320449020302,60.71107895891515,42.949259093745525,4.745506296360059,24.50473297746397,0.0002740542173348,7.659191106964671
random,random,0.8249445449894723,0.0,0.5,0.0,0.5,0.0,False,False,True,,155.3318648338318,30,63,0.1448275862068965,10,999890,43.45124122271654,1101.9135692088842,0.7479450375110188,0.9073858171000696,6.837616514559082,141.35535801993203,19.36567234052217,0.0035781090437398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0,0.5,0.0,0.5,0.0,False,False,True,,129.337171792984,30,75,0.1724137931034483,9,137337,72.2505458222524,1029.8639525292824,0.7494094534679069,0.9184897640366476,4.461442228964188,121.35898029823068,15.530252933916035,0.0050682138377401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.0571554651770835,0.0,0.5,0.0,0.5,-0.0015040411393485,False,False,True,,114.89805912971497,30,75,0.1724137931034483,9,137337,72.2505458222524,1029.8639525292824,0.7494094534679069,0.9184897640366476,4.461442228964188,121.35898029823068,15.530252933916035,0.0050682138377401,4.760761403745292,6.589239360835995,50.270093178073466,4.881236308408342,0.0112151137716859,1.496526861022536,0.0093834874887369,1.0216213457269343,0.3167519017870503,7.099764729072618,9.73178503927896,8.019006929158271,9.904988815980047,63.77867030281955,0.0008012284818691,15.808892278656009,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0001094910427685,0.0,0.5,0.0,0.5,0.0,False,False,True,,19414.52492427826,30,75,0.1724137931034483,9,137337,72.2505458222524,1029.8639525292824,0.7494094534679069,0.9184897640366476,4.461442228964188,121.35898029823068,15.530252933916035,0.0050682138377401,4.760761403745278,6.589239360835976,50.270093178073694,4.881236308408364,0.0112151137716859,1.496526861022536,0.0093834874887368,1.021621345726922,0.3167519017870512,7.099764729072637,9.73178503927896,8.019006929158271,9.904988815980047,63.77867030281955,0.0008012284818691,15.808892278656009,0.057155464702381,8545.0,True,0.0001094910427685,0.9298196692698896,1.2869379167821149,3.8142248892518182,0.3703620152821105,0.0008755553297908,0.1168327041542386,0.0094058852475769,1.024059887746071,1.1158334723390049,25.010600049236924,35.608984964438534,29.341862363133536,2.2330388157740373,14.378637780476804,0.0004405094652579,8.691611496067601
random,random,0.4484625077050198,0.0,0.5,0.0,0.5,0.0,False,False,True,,145.3381428718567,30,75,0.1724137931034483,9,137337,72.2505458222524,1029.8639525292824,0.7494094534679069,0.9184897640366476,4.461442228964188,121.35898029823068,15.530252933916035,0.0050682138377401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0719186947137261,0.75,0.7599570561509609,0.75,0.7599570561509609,True,False,True,,108.02565503120422,30,61,0.1402298850574712,8,54886,36.596392533915015,1103.4719706662513,0.6465274964653798,0.7580420365583187,6.003327200130881,213.35386168835225,13.003412540781836,0.0055370321515894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,1.2198074749212746,0.1943396892836977,1.0,0.1973490772009901,0.75,1.390694856792788,True,False,True,,98.90975403785706,30,61,0.1402298850574712,8,54886,36.596392533915015,1103.4719706662513,0.6465274964653798,0.7580420365583187,6.003327200130881,213.35386168835225,13.003412540781836,0.0055370321515894,4.871064132125277,13.310230311902464,149.04808732028778,13.507192867824491,0.0191204006941755,2.9573994603092633,0.0905168487103428,11.940874560119225,1.3742347012375662,22.891217743132753,65.2727795857518,30.593671503853862,4.073487466723611,31.326295723655974,0.0021783873708425,39.34214705390629,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0033412732136903,0.0118284918914729,0.75,0.2278718632388804,0.75,0.2165599465383436,True,False,True,,22631.410863161087,30,61,0.1402298850574712,8,54886,36.596392533915015,1103.4719706662513,0.6465274964653798,0.7580420365583187,6.003327200130881,213.35386168835225,13.003412540781836,0.0055370321515894,4.871064132125277,13.310230311902464,149.04808732028755,13.507192867824472,0.0191204006941756,2.9573994603092806,0.0905168487103428,11.940874560119225,1.3742347012375662,22.891217743132753,65.2727795857518,30.593671503853862,4.073487466723607,31.326295723655942,0.0021783873708425,39.34214705390632,1.2198074767667615,11218.0,True,0.0033412732136903,0.6162604697010963,1.6839377518653091,5.664165406324173,0.5133039675583029,0.0258329086806768,3.99563960046741,0.0305309859494212,4.027611197396283,0.2358272180032701,3.9282752736549233,55.828158937859484,26.166931545575668,2.0062459312546945,15.428610950757696,3.296940867305448e-05,0.5954346511814184
random,random,1.5149211543201369,2.464776160948645e-09,0.75,5.91812199246533e-09,0.25,-8.157763353722203e-09,False,False,True,,60.15166521072388,30,61,0.1402298850574712,8,54886,36.596392533915015,1103.4719706662513,0.6465274964653798,0.7580420365583187,6.003327200130881,213.35386168835225,13.003412540781836,0.0055370321515894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,4.8609998248849714e-09,0.75,4.356655480819427e-09,0.75,4.356655480819427e-09,True,False,True,,56.634750843048096,30,57,0.1310344827586207,11,521430,60.889749871423625,817.0637811658087,0.6983600047326105,0.7758282214298268,2.4477170569416025,99.13075926584634,29.363086712572592,0.0034752661960747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.79915086974057,0.0,0.5,0.0,0.5,0.0,False,False,True,,76.09616780281067,30,57,0.1310344827586207,11,521430,60.889749871423625,817.0637811658087,0.6983600047326105,0.7758282214298268,2.4477170569416025,99.13075926584634,29.363086712572592,0.0034752661960747,6.482103567305053,10.645639998492662,69.4305799301012,8.497571613201025,0.0316211985543923,4.52792232309633,0.0661790925214118,8.530121834304476,3.1698764452248573,129.50338504631262,41.82819067467187,42.194966511308465,2.133152566402053,7.264742250280595,0.0022941890334169,66.0147694583348,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0039895833527158,1.1194867255426287e-10,0.75,6.276100084079417e-09,0.75,5.2459074861843655e-09,True,False,True,,12454.956530094149,30,57,0.1310344827586207,11,521430,60.889749871423625,817.0637811658087,0.6983600047326105,0.7758282214298268,2.4477170569416025,99.13075926584634,29.363086712572592,0.0034752661960747,6.48210356730506,10.645639998492673,69.43057993010086,8.497571613200982,0.0316211985543923,4.52792232309633,0.0661790925214117,8.530121834304461,3.1698764452248582,129.50338504631262,41.82819067467187,42.194966511308465,2.133152566402053,7.264742250280595,0.0022941890334169,66.0147694583348,0.7991507952228084,9886.0,True,0.0039895833527158,2.778889799659673,4.563805575688987,7.900693911281451,0.966961710138168,0.0281091379017847,4.025021150591545,0.0439945794137045,5.670659843612453,2.1413195927528985,87.48231690393877,22.858056003211843,23.058489789116447,4.540105711850213,15.461949747574677,0.0006922436368765,19.919153754014857
random,random,1.3092089615837974,0.0,0.5,0.0,0.5,1.1337459016047546e-07,False,False,True,,77.19431495666504,30,57,0.1310344827586207,11,521430,60.889749871423625,817.0637811658087,0.6983600047326105,0.7758282214298268,2.4477170569416025,99.13075926584634,29.363086712572592,0.0034752661960747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0,0.5,0.0,0.5,0.0,False,False,True,,78.31598424911499,30,65,0.1494252873563218,12,954698,48.41003783199089,1040.872454065357,0.6435545518835931,0.7910201172330121,7.613788110767786,93.00513624555924,26.24057931903181,0.0082791637609319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,2.1243002631321852,0.0005759263501909,0.75,0.3182886687172618,0.75,0.1304133445651215,True,False,True,,81.24552416801453,30,65,0.1494252873563218,12,954698,48.41003783199089,1040.872454065357,0.6435545518835931,0.7910201172330121,7.613788110767786,93.00513624555924,26.24057931903181,0.0082791637609319,6.441576941367522,13.30628363421236,73.37621891983713,7.049491859760824,0.0436471640698153,6.782201125807302,0.0303421921193661,3.835830651395733,1.4150713680489888,18.585641568211507,75.54197043927594,81.22343935902965,0.4134314528888261,1.5755423988958823,0.0007510159759494,9.071157287915565,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0597355872216575,1.0758329782589724e-09,0.5,2.485900152393583e-09,0.5,0.0,False,False,True,,15209.92182803154,30,65,0.1494252873563218,12,954698,48.41003783199089,1040.872454065357,0.6435545518835931,0.7910201172330121,7.613788110767786,93.00513624555924,26.24057931903181,0.0082791637609319,6.441576941367515,13.306283634212344,73.37621891983736,7.049491859760846,0.0436471640698153,6.782201125807302,0.0303421921193661,3.835830651395733,1.4150713680489888,18.585641568211507,75.54197043927594,81.22343935902965,0.413431452888819,1.5755423988958557,0.0007510159759494,9.071157287915565,2.124303655288877,14350.0,True,0.0597355872216575,2.39913368430868,4.955859965716243,28.818762628016316,2.768712200563624,0.0149970949092211,2.3303533263802514,0.0231581734496949,2.9276339428350564,0.7121573853720466,9.353522517333072,71.26233862609114,76.62193885492762,8.003459884510704,30.500317036352325,0.0032289840240505,39.001330065317994
random,random,1.5639309074895946,0.0,0.5,0.0,0.5,0.3308636433994322,False,False,True,,64.02821707725525,30,65,0.1494252873563218,12,954698,48.41003783199089,1040.872454065357,0.6435545518835931,0.7910201172330121,7.613788110767786,93.00513624555924,26.24057931903181,0.0082791637609319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0128268793961558,0.75,0.258424642497969,0.75,0.258424642497969,True,False,True,,74.58558416366577,30,56,0.128735632183908,13,87498,63.45841326733021,762.8816762995048,0.6240063387935556,0.7747209044150379,1.6316231374797707,230.75088107686756,14.909147881369377,0.006925029473252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.403534162956967,0.3124706581578976,0.75,1.0662596803277251,0.75,0.4515511359836542,True,False,True,,62.55696105957031,30,56,0.128735632183908,13,87498,63.45841326733021,762.8816762995048,0.6240063387935556,0.7747209044150379,1.6316231374797707,230.75088107686756,14.909147881369377,0.006925029473252,2.037379929073587,3.2105749642486963,232.18733297809752,30.435562970175617,0.0606774822026652,9.723856701560802,0.1284221048044272,16.576563773610488,4.609180246177441,282.4904930567704,72.20731791584456,31.292325983257943,12.46158895259543,83.58350894140621,0.0026189645584202,37.818821287580185,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0699441542342969,0.0087695964323699,0.75,1.0807555265141762,0.75,1.06572140590981,True,False,True,,19045.05734682083,30,56,0.128735632183908,13,87498,63.45841326733021,762.8816762995048,0.6240063387935556,0.7747209044150379,1.6316231374797707,230.75088107686756,14.909147881369377,0.006925029473252,2.037379929073587,3.2105749642486963,232.18733297809777,30.43556297017565,0.0606774822026653,9.72385670156082,0.1284221048044272,16.576563773610488,4.6091802461774405,282.49049305677033,72.20731791584453,31.292325983257935,12.46158895259543,83.58350894140621,0.0026189645584202,37.81882128758017,0.4035341651687079,13369.0,True,0.0699441542342969,11.117442949838164,17.519257695565717,12.658784534949175,1.6593378669613923,0.1144977246088636,18.348807932285272,0.1792944277574645,23.14309923903496,5.42085987488524,332.2372519751187,26.35236978669448,11.420268327341546,3.0488105503885876,20.449260914354223,0.0009858425406862,14.235932572678704
random,random,0.4941917928228808,0.0,0.5,0.0,0.5,0.1022983281697293,False,False,True,,64.03875422477722,30,56,0.128735632183908,13,87498,63.45841326733021,762.8816762995048,0.6240063387935556,0.7747209044150379,1.6316231374797707,230.75088107686756,14.909147881369377,0.006925029473252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0,0.5,0.0,0.5,0.0,False,False,True,,75.25223994255066,30,67,0.1540229885057471,14,899159,60.03454882507484,804.7956264789935,0.7675940345183117,0.790129361939878,3.6139507624558056,183.63576105485976,20.0052707215975,0.0116840742590391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,1.1663809067585524,1.5000499615558384e-05,0.5,2.8751615593014535e-05,0.5,0.0,False,False,True,,74.21766686439514,30,67,0.1540229885057471,14,899159,60.03454882507484,804.7956264789935,0.7675940345183117,0.790129361939878,3.6139507624558056,183.63576105485976,20.0052707215975,0.0116840742590391,12.310868566294822,20.506306463874665,352.74605893661703,43.83051390075868,0.1343343131475726,17.500697906592087,0.0611020853933071,7.733174886142676,1.092840230532888,30.239488646492397,3.083768658640224,1.67928547300615,2.6408800987656953,13.200921574639954,0.0089035520570983,76.20245971997134,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0757500989673072,0.0,0.5,0.0,0.5,0.0,False,False,True,,37154.23109984398,30,67,0.1540229885057471,14,899159,60.03454882507484,804.7956264789935,0.7675940345183117,0.790129361939878,3.6139507624558056,183.63576105485976,20.0052707215975,0.0116840742590391,12.310868566294827,20.50630646387468,352.74605893661726,43.83051390075871,0.1343343131475727,17.5006979065921,0.0611020853933071,7.733174886142676,1.092840230532888,30.239488646492397,3.0837686586401674,1.679285473006119,2.6408800987656953,13.200921574639954,0.0089035520570983,76.20245971997134,1.1663808869636665,18778.0,True,0.0757500989673072,17.019937202183563,28.35023754696135,118.2035139854396,14.68739517168713,0.078489934903705,10.225448787227013,0.1106410389603264,14.002901838084371,2.893387740717657,80.0616259273947,31.39560361544233,17.096671930935088,1.0156506494654565,5.076915296946683,0.005507525607509,47.13702975750292
random,random,2.47604421666029,0.0931040675159022,0.5,0.6068028372457844,0.75,0.3484583124709309,True,False,True,,84.20646500587463,30,67,0.1540229885057471,14,899159,60.03454882507484,804.7956264789935,0.7675940345183117,0.790129361939878,3.6139507624558056,183.63576105485976,20.0052707215975,0.0116840742590391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,1.4790378376934268,1.0,2.0695269355261674,1.0,2.0695269355261674,True,True,True,,109.06854605674744,30,75,0.1724137931034483,15,912756,37.4780626972308,976.2714336443196,0.7362977865924285,0.9074871537463808,2.4334075943687834,120.45603684715512,20.12725593677897,0.0092132083607781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.3794425467214642,0.0,0.5,0.0,0.5,0.0,False,False,True,,99.9901087284088,30,75,0.1724137931034483,15,912756,37.4780626972308,976.2714336443196,0.7362977865924285,0.9074871537463808,2.4334075943687834,120.45603684715512,20.12725593677897,0.0092132083607781,4.595988848983936,12.263144138747768,28.023239268955763,2.8704352399562745,0.0395688049002236,5.374021980695236,0.0819787380722646,9.033597635492477,2.727538099123395,112.08718610573833,49.32811677819939,40.951137086429426,4.486764032559801,22.291980817607374,0.0042448293183945,46.0733015698646,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.001754414466181,1.6337112648098409,1.0,2.2289173766169044,1.0,2.0695269355261674,True,True,True,,31389.849769830704,30,75,0.1724137931034483,15,912756,37.4780626972308,976.2714336443196,0.7362977865924285,0.9074871537463808,2.4334075943687834,120.45603684715512,20.12725593677897,0.0092132083607781,4.595988848983936,12.263144138747768,28.023239268955535,2.8704352399562514,0.0395688049002236,5.374021980695236,0.081978738072265,9.033597635492525,2.727538099123395,112.08718610573833,49.32811677819939,40.951137086429426,4.486764032559805,22.291980817607392,0.0042448293183945,46.0733015698646,0.3794425403103184,14233.0,True,0.001754414466181,0.7589647313448609,2.025090617607922,11.069833402672543,1.1338888982287303,0.0086405618851659,1.1735145808302323,0.0455418094002099,5.018452240032393,0.8430468759553165,34.6447047289402,0.1029491878008741,0.085466192060942,0.1544384001881873,0.7673097647911925,0.0011553007887921,12.539614117170952
random,random,2.3510633974045345,0.0,0.5,0.0,0.5,-5.456457609742671e-06,False,False,True,,67.430997133255,30,75,0.1724137931034483,15,912756,37.4780626972308,976.2714336443196,0.7362977865924285,0.9074871537463808,2.4334075943687834,120.45603684715512,20.12725593677897,0.0092132083607781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0,0.5,0.0,0.5,0.0,False,False,True,,97.3441400527954,30,75,0.1724137931034483,16,175203,38.23972286226616,851.1815812176402,0.6933515492461312,0.9295902073817872,4.0961847189127765,90.83242882334024,14.244737881412648,0.004558864921662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.6095080539277813,0.0,0.5,0.0,0.5,0.0,False,False,True,,80.919588804245,30,75,0.1724137931034483,16,175203,38.23972286226616,851.1815812176402,0.6933515492461312,0.9295902073817872,4.0961847189127765,90.83242882334024,14.244737881412648,0.004558864921662,6.038085188223519,15.790086162381511,61.45798444063996,7.220314184044642,0.0336533054308306,4.853714607339898,0.0840135277921463,9.037695009689775,1.4151053494630732,34.54691246941931,71.2961129284692,78.49191511442936,18.98561075937025,133.28157328897206,0.0009022358446532,19.790799691725272,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0114843553397123,0.0,0.5,0.0,0.5,0.0,False,False,True,,18845.72902727127,30,75,0.1724137931034483,16,175203,38.23972286226616,851.1815812176402,0.6933515492461312,0.9295902073817872,4.0961847189127765,90.83242882334024,14.244737881412648,0.004558864921662,6.038085188223512,15.790086162381492,61.45798444063996,7.220314184044642,0.0336533054308306,4.853714607339898,0.0840135277921463,9.037695009689775,1.4151053494630714,34.54691246941927,71.29611292846914,78.49191511442932,18.98561075937025,133.28157328897206,0.0009022358446532,19.790799691725283,0.6095080519646964,12910.0,True,0.0114843553397123,0.7738198161628063,2.023602051060797,26.052181430614723,3.0607078448928906,0.0129608341534429,1.869301967474615,0.0300032676101089,3.2275799990822085,3.2441803481574114,79.20005006364296,121.25128232635372,133.48897953839983,9.482365710735968,66.56749874662513,0.0020088954455239,44.06569257870994
random,random,0.3604920069005972,0.0,0.5,0.0,0.5,0.0,False,False,True,,88.09467816352844,30,75,0.1724137931034483,16,175203,38.23972286226616,851.1815812176402,0.6933515492461312,0.9295902073817872,4.0961847189127765,90.83242882334024,14.244737881412648,0.004558864921662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0553006817715417,0.75,1.3024303667246244,0.75,1.3024303667246244,True,False,True,,112.72940421104433,30,68,0.1563218390804597,17,191335,38.97154459104339,994.7343974507452,0.7683767025268978,0.7821163278106583,7.612707716777679,164.30392234521247,11.579917720054285,0.0064162365207616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.101912903084152,0.0,0.5,0.0,0.5,0.0,False,False,True,,75.20556306838989,30,68,0.1563218390804597,17,191335,38.97154459104339,994.7343974507452,0.7683767025268978,0.7821163278106583,7.612707716777679,164.30392234521247,11.579917720054285,0.0064162365207616,10.763051081976547,27.61771747795324,34.88606780769726,3.507073636650949,0.0398952284597678,5.192144468120333,0.0608253561772247,7.777021653506874,2.16987709098729,28.503354807338592,43.947202418308194,26.74750656648703,13.143740828754265,113.504613300302,0.0018404679889253,28.68454045117308,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0008962604026829,0.0,0.5,0.0,0.5,0.0,False,False,True,,11776.925698041916,30,68,0.1563218390804597,17,191335,38.97154459104339,994.7343974507452,0.7683767025268978,0.7821163278106583,7.612707716777679,164.30392234521247,11.579917720054285,0.0064162365207616,10.763051081976547,27.61771747795324,34.88606780769726,3.507073636650949,0.0398952284597678,5.192144468120333,0.0608253561772245,7.777021653506846,2.16987709098729,28.503354807338592,43.947202418308166,26.74750656648701,13.143740828754272,113.50461330030204,0.0018404679889253,28.684540451173103,0.1019129208061898,6655.0,True,0.0008962604026829,0.8862673095373097,2.2741395519096805,10.118873099686423,1.0172437110466412,0.0221985486221953,2.889018959880462,0.0359497852979283,4.596475487727566,2.36309348784107,31.04143198092312,58.17438547840808,35.406571339267714,4.296116355693563,37.09971400069952,0.0004766046482151,7.428102739743106
random,random,1.7639458508268306,0.0,0.5,0.0,0.5,0.0,False,False,True,,64.61654782295227,30,68,0.1563218390804597,17,191335,38.97154459104339,994.7343974507452,0.7683767025268978,0.7821163278106583,7.612707716777679,164.30392234521247,11.579917720054285,0.0064162365207616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0,0.5,0.0,0.5,0.0,False,False,True,,64.96873712539673,30,58,0.1333333333333333,18,278167,56.1673196882052,907.8526503890512,0.7612529330620048,0.9194976562978932,5.071767549730799,145.5883186892939,14.909694627868523,0.0088291170424578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.8877062407350687,0.0,0.5,0.0,0.5,0.0,False,False,True,,54.59522008895874,30,58,0.1333333333333333,18,278167,56.1673196882052,907.8526503890512,0.7612529330620048,0.9194976562978932,5.071767549730799,145.5883186892939,14.909694627868523,0.0088291170424578,5.903763510903758,10.511029444997714,80.76912216982964,8.896721525812358,0.0146677240765934,1.9267872001055344,0.0005879521710794,0.0639427590694159,0.2413930308135032,4.759544447606959,50.272923377196435,34.530877085304795,17.87221748125691,119.8697755199567,0.0031658739299149,35.85719703152122,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0055330599302463,0.0,0.5,0.0,0.5,0.0,False,False,True,,7888.946326971054,30,58,0.1333333333333333,18,278167,56.1673196882052,907.8526503890512,0.7612529330620048,0.9194976562978932,5.071767549730799,145.5883186892939,14.909694627868523,0.0088291170424578,5.9037635109037225,10.51102944499765,80.76912216982976,8.896721525812373,0.0146677240765934,1.9267872001055344,0.0005879521710793,0.0639427590694039,0.2413930308135041,4.759544447606976,50.272923377196435,34.530877085304795,17.87221748125691,119.8697755199567,0.0031658739299149,35.85719703152122,0.8877062409583503,8284.0,True,0.0055330599302463,7.35412441457683,13.093244355236802,41.178665929523504,4.535831438270545,0.0322904142546537,4.241745791445364,0.0585788461571248,6.370744476566243,1.2045423001913127,23.749950847638864,98.91777704941872,67.943484710786,8.350038679778654,56.00408920592604,0.000814126070085,9.22092273722418
random,random,5.998835870083248,0.0203997553095345,0.75,1.4764876921238843,0.25,-0.7537277681944493,False,False,True,,75.12923502922058,30,58,0.1333333333333333,18,278167,56.1673196882052,907.8526503890512,0.7612529330620048,0.9194976562978932,5.071767549730799,145.5883186892939,14.909694627868523,0.0088291170424578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0,0.5,0.0,0.5,0.0,False,False,True,,81.93484616279602,30,63,0.1448275862068965,19,41090,52.70965534139708,782.9351640524527,0.7485474512765276,0.8673260253061733,1.4510938476315791,182.56970978475204,10.784842350098415,0.0054055827870532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.1510948750499539,0.0,0.5,0.0,0.5,0.0,False,False,True,,71.49970769882202,30,63,0.1448275862068965,19,41090,52.70965534139708,782.9351640524527,0.7485474512765276,0.8673260253061733,1.4510938476315791,182.56970978475204,10.784842350098415,0.0054055827870532,6.899649791179904,13.089916347352723,223.6273633451941,28.56269249520943,0.0125962690320218,1.682761594987485,0.0141828200286072,1.6352351495466055,3.794245572160941,261.47485761119384,11.40322326552203,6.245955738747724,17.499678744531607,162.26179462150094,0.0003816097115677,7.05954787006903,,,,,,,,,,,,,,,,,,,,
ml_refine,ml_refined,0.0099665770234242,0.0,0.5,0.0,0.5,0.0,False,False,True,,12726.725263118744,30,63,0.1448275862068965,19,41090,52.70965534139708,782.9351640524527,0.7485474512765276,0.8673260253061733,1.4510938476315791,182.56970978475204,10.784842350098415,0.0054055827870532,6.899649791179904,13.089916347352723,223.6273633451941,28.56269249520943,0.0125962690320219,1.6827615949874994,0.0141828200286074,1.635235149546631,3.79424557216094,261.4748576111938,11.40322326552203,6.245955738747724,17.499678744531607,162.26179462150094,0.0003816097115677,7.05954787006903,0.1510948735323545,8329.0,True,0.0099665770234242,0.32577542514219,0.6180564510079706,15.26491476848173,1.9497035603138535,0.0230919863923624,3.084906153898173,0.0678508682207623,7.822994610243299,2.4360483813279457,167.87669420114318,57.764638405434,31.639771172067,7.9494586965020915,73.70954936912769,0.0013211016549129,24.43957816421695
random,random,0.2049010884199312,0.0,0.5,0.0,0.5,0.0,False,False,True,,60.396957874298096,30,63,0.1448275862068965,19,41090,52.70965534139708,782.9351640524527,0.7485474512765276,0.8673260253061733,1.4510938476315791,182.56970978475204,10.784842350098415,0.0054055827870532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,true,0.0,0.0313450118739679,0.5,0.0184594445765157,0.5,0.0184594445765157,False,False,True,,126.1986391544342,30,85,0.1954022988505747,20,329365,54.04318035148556,1164.819605854622,0.645700699395106,0.8613446353052482,3.485596834830271,85.9124860311041,15.13500985247242,0.0059748572100025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml_only,ml_predicted,0.0380348170429907,0.0,0.5,0.0,0.5,0.0,False,False,True,,104.3944079875946,30,85,0.1954022988505747,20,329365,54.04318035148556,1164.819605854622,0.645700699395106,0.8613446353052482,3.485596834830271,85.9124860311041,15.13500985247242,0.0059748572100025,6.370967198270691,11.7886607650095,122.4526054965877,10.512581079602825,0.0008539436672463,0.1322506957037623,0.0108933496294637,1.264691179546108,1.3849100427411951,39.732364594280455,125.46675352753326,146.04018498773596,10.268598995832972,67.84666211556956,0.0047721386171125,79.87033613544926,,,,,,,,,,,,,,,,,,,,
