specimen_idx,specimen_seed,num_nodes,tuned_score,perturbed_param,perturbation_pct,direction,xor_accuracy_twin,xor_accuracy_specimen,accuracy_drop,baseline_accuracy,baseline_xor_score,baseline_twin_accuracy,twin_accuracy_drop
22,82565,30,0.1265294242630124,b,20.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,b,-20.0,down,0.25,0.75,0.0,0.75,0.1265294242630124,0.5,0.25
22,82565,30,0.1265294242630124,b,30.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,b,-30.0,down,0.25,0.75,0.0,0.75,0.1265294242630124,0.5,0.25
22,82565,30,0.1265294242630124,v_scale,5.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,-5.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,10.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,-10.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,20.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,-20.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,30.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,v_scale,-30.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,5.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,-5.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,10.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,-10.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,20.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,-20.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,30.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_off,-30.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,5.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,-5.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,10.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,-10.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,20.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,-20.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,30.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,R_on,-30.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,5.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,-5.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,10.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,-10.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,20.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,-20.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,30.0,up,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
22,82565,30,0.1265294242630124,alpha,-30.0,down,0.5,0.75,0.0,0.75,0.1265294242630124,0.5,0.0
23,54574,100,0.116291542397994,none,0.0,none,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_v,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,tau_w,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,a,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,b,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,v_scale,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_off,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,R_on,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,5.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,-5.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,10.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,-10.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,20.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,-20.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,30.0,up,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
23,54574,100,0.116291542397994,alpha,-30.0,down,0.75,0.75,0.0,0.75,0.116291542397994,0.75,0.0
24,10531,120,0.1162660085269422,none,0.0,none,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_v,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,tau_w,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,a,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,b,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,v_scale,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_off,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,R_on,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,5.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,-5.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,10.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,-10.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,20.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,-20.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,30.0,up,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
24,10531,120,0.1162660085269422,alpha,-30.0,down,0.75,0.75,0.0,0.75,0.1162660085269422,0.75,0.0
25,11648,40,0.1064541370751881,none,0.0,none,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_v,5.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_v,-5.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_v,10.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_v,-10.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_v,20.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_v,-20.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_v,30.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_v,-30.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_w,5.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_w,-5.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_w,10.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_w,-10.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_w,20.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_w,-20.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,tau_w,30.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,tau_w,-30.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,a,5.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,a,-5.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,a,10.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,a,-10.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,a,20.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,a,-20.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,a,30.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,a,-30.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,b,5.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,b,-5.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,b,10.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,b,-10.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,b,20.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,b,-20.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,b,30.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,b,-30.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,5.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,-5.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,10.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,-10.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,20.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,-20.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,30.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,v_scale,-30.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,5.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,-5.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,10.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,-10.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,20.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,-20.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,30.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_off,-30.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_on,5.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_on,-5.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_on,10.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,R_on,-10.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_on,20.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,R_on,-20.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,R_on,30.0,up,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,R_on,-30.0,down,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,alpha,5.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,alpha,-5.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,alpha,10.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,alpha,-10.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,alpha,20.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,alpha,-20.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
25,11648,40,0.1064541370751881,alpha,30.0,up,0.75,0.75,0.0,0.75,0.1064541370751881,0.75,0.0
25,11648,40,0.1064541370751881,alpha,-30.0,down,0.5,0.75,0.0,0.75,0.1064541370751881,0.75,0.25
26,19308,100,0.1031502746691808,none,0.0,none,0.75,0.75,0.0,0.75,0.1031502746691808,0.75,0.0
26,19308,100,0.1031502746691808,tau_v,5.0,up,0.75,0.75,0.0,0.75,0.1031502746691808,0.75,0.0
26,19308,100,0.1031502746691808,tau_v,-5.0,down,0.75,0.75,0.0,0.75,0.1031502746691808,0.75,0.0
26,19308,100,0.1031502746691808,tau_v,10.0,up,0.75,0.75,0.0,0.75,0.1031502746691808,0.75,0.0
26,19308,100,0.1031502746691808,tau_v,-10.0,down,0.75,0.75,0.0,0.75,0.1031502746691808,0.75,0.0
